TxnDate,ValueDate,Narration,Amount,RefNo
2025-11-26,2025-11-26,BROKER PAYIN,13161,LED-005120
2025-11-19,2025-11-19,ATM WDL,-51670,LED-005121
2025-11-19,2025-11-19,AUTO SWEEP,73154,LED-005122
2025-11-30,2025-11-30,SUSPICIOUS BULK WITHDRAWAL,-751843,LED-005123
2025-12-01,2025-12-01,AUTO SWEEP,191968,LED-005124
2025-11-23,2025-11-25,,130479,LED-005125
2025-11-27,,UPI,-155617,LED-005126
2025-11-30,2025-11-30,BROKER PAYIN,129502,LED-005127
2025-11-17,,IMPS,-182397,LED-005128
2025-11-29,2025-11-30,AUTO SWEEP,87123,LED-005129
2025-11-21,2025-11-21,IMPS,134827,LED-005130
2025-11-30,2025-12-02,IMPS,-164270,LED-005131
2025-11-24,2025-11-25,UPI,132006,LED-005132
2025-11-26,2025-11-26,BROKER PAYIN,-174545,LED-005133
2025-11-21,2025-11-21,BROKER PAYIN,-74188,LED-005134
2025-11-23,,ATM WDL,34035,LED-005135
2025-11-25,2025-11-27,BROKER PAYIN,160016,LED-005136
2025-11-20,2025-11-20,UPI,-130142,LED-005137
2025-11-29,2025-11-30,IMPS,-37504,LED-005138
2025-11-26,2025-11-26,ATM WDL,-18508,LED-005139
2025-11-26,2025-11-26,IMPS,-61559,LED-005140
2025-11-17,2025-11-19,BROKER PAYIN,158130,LED-005141
2025-11-21,2025-11-22,AUTO SWEEP,81020,LED-005142
2025-11-25,2025-11-25,UPI,172685,LED-005143
2025-11-23,2025-11-25,UPI,-76742,LED-005144
2025-11-18,2025-11-19,AUTO SWEEP,22097,LED-005145
2025-11-27,2025-11-28,UPI,44428,LED-005146
2025-11-28,2025-11-28,AUTO SWEEP,13796,LED-005147
2025-11-26,2025-11-26,ATM WDL,61060,LED-005148
2025-11-25,2025-11-27,IMPS,193467,LED-005149
2025-11-24,2025-11-25,BROKER PAYOUT,95267,LED-005150
2025-11-25,2025-11-26,AUTO SWEEP,56951,LED-005151
2025-11-23,,BROKER PAYIN,93218,LED-005152
2025-11-29,2025-11-29,BROKER PAYOUT,162039,LED-005153
2025-11-24,2025-11-24,ATM WDL,-178206,LED-005154
2025-11-27,2025-11-27,BROKER PAYIN,62379,LED-005155
2025-11-20,2025-11-21,ATM WDL,100271,LED-005156
2025-11-24,2025-11-26,AUTO SWEEP,-140688,LED-005157
2025-11-28,,UPI,173550,LED-005158
2025-11-20,2025-11-21,BROKER PAYOUT,54742,LED-005159
2025-11-21,2025-11-23,AUTO SWEEP,-63718,LED-005160
2025-11-19,2025-11-19,,69722,LED-005161
2025-11-29,2025-12-01,AUTO SWEEP,-170385,LED-005162
2025-11-30,2025-12-01,IMPS,134728,LED-005163
2025-11-25,2025-11-27,AUTO SWEEP,19271,LED-005164
2025-11-30,2025-12-01,ATM WDL,71948,LED-005165
2025-11-25,2025-11-25,BROKER PAYOUT,11683,LED-005166
2025-11-24,2025-11-24,UPI,-119413,LED-005167
2025-11-22,,UPI,-118003,LED-005168
2025-11-23,,SUSPICIOUS BULK WITHDRAWAL,-813527,LED-005169
2025-11-25,2025-11-26,AUTO SWEEP,-12734,LED-005170
2025-12-01,2025-12-03,IMPS,172303,LED-005171
2025-11-18,,ATM WDL,-44051,LED-005172
2025-11-25,,UPI,179599,LED-005173
2025-11-24,2025-11-25,BROKER PAYIN,-191340,LED-005174
2025-11-26,2025-11-27,BROKER PAYOUT,-141023,LED-005175
2025-11-21,,ATM WDL,-70357,LED-005176
2025-11-27,2025-11-28,UPI,4918,LED-005177
2025-11-27,2025-11-28,ATM WDL,137533,LED-005178
2025-11-26,2025-11-28,ATM WDL,154334,LED-005179
2025-11-30,2025-12-02,UPI,-191256,LED-005180
2025-11-23,2025-11-25,AUTO SWEEP,74492,LED-005181
2025-11-30,2025-11-30,BROKER PAYOUT,-149503,LED-005182
2025-11-28,2025-11-28,BROKER PAYOUT,-43824,LED-005183
2025-11-29,2025-11-30,BROKER PAYIN,-63342,LED-005184
2025-11-19,,BROKER PAYIN,128655,LED-005185
2025-11-19,,BROKER PAYOUT,132130,LED-005186
2025-12-01,2025-12-02,UPI,-167045,LED-005187
2025-11-23,2025-11-25,,157284,LED-005188
2025-11-21,2025-11-22,IMPS,41371,LED-005189
2025-11-21,2025-11-21,BROKER PAYOUT,66704,LED-005190
2025-11-27,2025-11-27,BROKER PAYIN,-122650,LED-005191
2025-11-23,2025-11-24,ATM WDL,-42268,LED-005192
2025-11-26,,UPI,168891,LED-005193
2025-11-17,2025-11-18,BROKER PAYOUT,-166534,LED-005194
2025-11-18,2025-11-20,AUTO SWEEP,-63021,LED-005195
2025-11-29,2025-11-29,ATM WDL,121370,LED-005196
2025-11-21,2025-11-21,IMPS,-183980,LED-005197
2025-12-01,2025-12-01,BROKER PAYIN,-122210,LED-005198
2025-11-18,2025-11-20,UPI,14182,LED-005199
2025-11-24,2025-11-24,AUTO SWEEP,158776,LED-005200
2025-11-27,,IMPS,16208,LED-005201
2025-11-17,2025-11-18,AUTO SWEEP,-95319,LED-005202
2025-11-26,2025-11-27,IMPS,105128,LED-005203
2025-11-25,2025-11-25,UPI,79185,LED-005204
2025-11-21,,BROKER PAYOUT,-8761,LED-005205
2025-11-17,2025-11-19,IMPS,-46666,LED-005206
2025-11-21,2025-11-21,AUTO SWEEP,-85482,LED-005207
2025-11-21,2025-11-23,BROKER PAYIN,116935,LED-005208
2025-12-01,2025-12-01,BROKER PAYIN,-138625,LED-005209
2025-11-21,2025-11-23,IMPS,-109410,LED-005210
2025-11-25,2025-11-26,ATM WDL,195329,LED-005211
2025-11-20,2025-11-22,IMPS,-30732,LED-005212
2025-11-18,,BROKER PAYIN,-13852,LED-005213
2025-11-30,,BROKER PAYIN,-178360,LED-005214
2025-11-23,2025-11-24,ATM WDL,-140519,LED-005215
2025-11-26,2025-11-27,UPI,195142,LED-005216
2025-11-17,,BROKER PAYIN,-162070,LED-005217
2025-11-28,2025-11-30,UPI,141731,LED-005218
2025-11-20,2025-11-22,AUTO SWEEP,-172839,LED-005219
2025-11-26,2025-11-28,IMPS,16169,LED-005220
2025-11-18,,UPI,24955,LED-005221
2025-11-21,2025-11-21,ATM WDL,85264,LED-005222
2025-11-19,2025-11-19,ATM WDL,108007,LED-005223
2025-11-21,2025-11-22,BROKER PAYOUT,82058,LED-005224
2025-11-19,,BROKER PAYOUT,-103198,LED-005225
2025-11-29,,ATM WDL,-74254,LED-005226
2025-11-21,2025-11-21,UPI,80671,LED-005227
2025-11-25,2025-11-27,ATM WDL,-33750,LED-005228
2025-11-20,2025-11-20,BROKER PAYOUT,-49025,LED-005229
2025-11-20,,BROKER PAYOUT,120377,LED-005230
2025-11-22,,BROKER PAYIN,-43687,LED-005231
2025-11-27,,AUTO SWEEP,-47602,LED-005232
2025-11-23,2025-11-23,UPI,-178240,LED-005233
2025-11-21,2025-11-23,BROKER PAYIN,167235,LED-005234
2025-11-30,2025-12-01,ATM WDL,-148349,LED-005235
2025-11-19,,UPI,103784,LED-005236
2025-11-22,2025-11-22,UPI,-153778,LED-005237
2025-11-28,,IMPS,166551,LED-005238
2025-11-23,2025-11-24,BROKER PAYOUT,1503,LED-005239
2025-11-21,2025-11-22,BROKER PAYIN,-5044,LED-005240
2025-11-26,2025-11-28,BROKER PAYIN,82187,LED-005241
2025-11-28,2025-11-28,AUTO SWEEP,-53553,LED-005242
2025-11-28,2025-11-29,BROKER PAYIN,195166,LED-005243
2025-11-28,2025-11-28,ATM WDL,12913,LED-005244
2025-12-01,2025-12-03,UPI,142332,LED-005245
2025-11-22,2025-11-23,AUTO SWEEP,-85688,LED-005246
2025-11-28,2025-11-30,IMPS,164215,LED-005247
2025-11-20,2025-11-21,ATM WDL,69930,LED-005248
2025-11-30,2025-11-30,AUTO SWEEP,-16763,LED-005249
2025-11-21,2025-11-22,UPI,-31570,LED-005250
2025-11-17,2025-11-17,BROKER PAYIN,81146,LED-005251
2025-11-27,2025-11-29,BROKER PAYIN,-163140,LED-005252
2025-11-21,2025-11-22,BROKER PAYIN,-111227,LED-005253
2025-11-30,2025-12-02,AUTO SWEEP,-191351,LED-005254
2025-11-23,2025-11-23,BROKER PAYIN,44899,LED-005255
2025-11-21,,AUTO SWEEP,24108,LED-005256
2025-11-19,2025-11-21,BROKER PAYIN,-103737,LED-005257
2025-11-21,2025-11-23,IMPS,-121365,LED-005258
2025-11-30,2025-11-30,AUTO SWEEP,170011,LED-005259
2025-11-30,,BROKER PAYIN,82350,LED-005260
2025-12-01,2025-12-03,IMPS,-9673,LED-005261
2025-11-25,2025-11-25,AUTO SWEEP,8527,LED-005262
2025-11-20,,BROKER PAYOUT,3220,LED-005263
2025-11-21,2025-11-23,IMPS,-136320,LED-005264
2025-11-24,2025-11-24,UPI,-193659,LED-005265
2025-11-23,2025-11-23,BROKER PAYIN,193588,LED-005266
2025-11-17,2025-11-17,IMPS,90619,LED-005267
2025-11-21,2025-11-22,BROKER PAYOUT,38408,LED-005268
2025-11-18,2025-11-20,UPI,75519,LED-005269
2025-11-26,2025-11-28,AUTO SWEEP,-15174,LED-005270
2025-12-01,2025-12-02,UPI,-153003,LED-005271
2025-11-28,2025-11-28,UPI,-94820,LED-005272
2025-11-29,2025-11-29,BROKER PAYIN,-100070,LED-005273
2025-11-19,2025-11-21,ATM WDL,150037,LED-005274
2025-11-17,2025-11-19,SUSPICIOUS BULK WITHDRAWAL,-1253789,LED-005275
2025-11-30,2025-12-02,UPI,29961,LED-005276
2025-11-25,2025-11-26,BROKER PAYOUT,-181085,LED-005277
2025-11-20,2025-11-21,ATM WDL,-97381,LED-005278
2025-11-17,2025-11-18,ATM WDL,-97491,LED-005279
2025-11-23,2025-11-24,AUTO SWEEP,-190210,LED-005280
2025-11-27,2025-11-27,BROKER PAYIN,-81616,LED-005281
2025-11-18,2025-11-19,,195851,LED-005282
2025-11-22,2025-11-24,UPI,89355,LED-005283
2025-11-22,2025-11-23,ATM WDL,47365,LED-005284
2025-11-26,2025-11-26,BROKER PAYIN,102719,LED-005285
2025-11-28,2025-11-30,BROKER PAYOUT,185226,LED-005286
2025-11-20,2025-11-20,ATM WDL,-50536,LED-005287
2025-11-20,2025-11-21,BROKER PAYOUT,-40035,LED-005288
2025-12-01,2025-12-01,ATM WDL,199291,LED-005289
2025-11-26,2025-11-28,BROKER PAYOUT,32886,LED-005290
2025-11-29,2025-12-01,ATM WDL,-34194,LED-005291
2025-12-01,2025-12-03,IMPS,-62426,LED-005292
2025-11-26,2025-11-27,ATM WDL,-78798,LED-005293
2025-11-29,2025-11-29,IMPS,125482,LED-005294
2025-11-17,2025-11-17,IMPS,38868,LED-005295
2025-11-21,,UPI,198525,LED-005296
2025-12-01,2025-12-03,ATM WDL,-137102,LED-005297
2025-11-28,2025-11-28,BROKER PAYIN,163618,LED-005298
2025-11-30,2025-12-01,BROKER PAYIN,199314,LED-005299
2025-11-18,2025-11-18,AUTO SWEEP,-39493,LED-005300
2025-12-01,2025-12-03,ATM WDL,-8649,LED-005301
2025-11-22,2025-11-23,AUTO SWEEP,49350,LED-005302
2025-11-23,2025-11-23,BROKER PAYOUT,25988,LED-005303
2025-11-30,2025-12-01,IMPS,154897,LED-005304
2025-11-25,2025-11-27,UPI,-186996,LED-005305
2025-11-21,2025-11-21,UPI,-192539,LED-005306
2025-11-28,2025-11-30,IMPS,-127264,LED-005307
2025-11-28,2025-11-30,BROKER PAYOUT,57303,LED-005308
2025-11-19,2025-11-21,UPI,117234,LED-005309
2025-11-20,2025-11-22,UPI,-71065,LED-005310
2025-11-27,,BROKER PAYOUT,-86198,LED-005311
2025-11-17,2025-11-17,AUTO SWEEP,-64043,LED-005312
2025-11-28,2025-11-28,BROKER PAYIN,141766,LED-005313
2025-11-26,2025-11-28,AUTO SWEEP,164841,LED-005314
2025-11-27,2025-11-29,ATM WDL,12953,LED-005315
2025-11-30,2025-11-30,ATM WDL,167231,LED-005316
2025-11-30,2025-11-30,IMPS,-166380,LED-005317
2025-11-26,2025-11-27,ATM WDL,-175748,LED-005318
2025-11-30,2025-12-01,UPI,138506,LED-005319
2025-11-21,2025-11-21,ATM WDL,-103120,LED-005320
2025-11-28,,AUTO SWEEP,43622,LED-005321
2025-11-22,2025-11-23,UPI,-154173,LED-005322
2025-11-23,2025-11-25,BROKER PAYIN,79323,LED-005323
2025-11-27,2025-11-27,BROKER PAYOUT,-85501,LED-005324
2025-11-27,2025-11-28,ATM WDL,22814,LED-005325
2025-11-25,2025-11-25,AUTO SWEEP,62736,LED-005326
2025-11-26,2025-11-27,IMPS,-10045,LED-005327
2025-11-24,2025-11-25,BROKER PAYIN,-58084,LED-005328
2025-11-29,2025-11-29,ATM WDL,-116673,LED-005329
2025-11-30,2025-11-30,AUTO SWEEP,-36633,LED-005330
2025-11-20,2025-11-21,BROKER PAYOUT,195275,LED-005331
2025-11-27,2025-11-27,BROKER PAYOUT,-139677,LED-005332
2025-11-28,2025-11-29,AUTO SWEEP,-68112,LED-005333
2025-11-23,2025-11-24,IMPS,-22392,LED-005334
2025-11-30,2025-11-30,IMPS,-55795,LED-005335
2025-11-26,2025-11-26,ATM WDL,-188654,LED-005336
2025-11-20,2025-11-21,BROKER PAYOUT,-18121,LED-005337
2025-11-19,2025-11-19,BROKER PAYIN,-29191,LED-005338
2025-11-21,2025-11-22,BROKER PAYIN,40451,LED-005339
2025-11-23,,BROKER PAYIN,-123465,LED-005340
2025-11-18,2025-11-20,AUTO SWEEP,-62165,LED-005341
2025-11-26,2025-11-28,IMPS,136298,LED-005342
2025-11-18,2025-11-18,BROKER PAYIN,-108807,LED-005343
2025-11-27,2025-11-28,UPI,-194720,LED-005344
2025-11-18,2025-11-19,IMPS,46944,LED-005345
2025-11-19,2025-11-20,BROKER PAYIN,-157709,LED-005346
2025-11-24,2025-11-25,IMPS,128601,LED-005347
2025-11-17,2025-11-17,BROKER PAYOUT,-186881,LED-005348
2025-11-27,2025-11-27,BROKER PAYIN,-4241,LED-005349
2025-11-30,2025-12-01,BROKER PAYOUT,-60996,LED-005350
2025-11-18,2025-11-18,ATM WDL,69577,LED-005351
2025-11-18,2025-11-18,BROKER PAYIN,191651,LED-005352
2025-11-21,2025-11-22,IMPS,195370,LED-005353
2025-11-27,2025-11-29,UPI,-111651,LED-005354
2025-12-01,,UPI,-172834,LED-005355
2025-12-01,2025-12-03,AUTO SWEEP,-195135,LED-005356
2025-11-26,2025-11-26,ATM WDL,166203,LED-005357
2025-11-26,2025-11-28,BROKER PAYOUT,149955,LED-005358
2025-11-20,2025-11-20,IMPS,-157796,LED-005359
2025-11-17,2025-11-17,BROKER PAYIN,-164706,LED-005360
2025-11-17,2025-11-18,BROKER PAYIN,-174595,LED-005361
2025-11-28,2025-11-29,IMPS,161675,LED-005362
2025-11-23,2025-11-25,UPI,34031,LED-005363
2025-11-21,2025-11-21,ATM WDL,109838,LED-005364
2025-11-28,2025-11-29,AUTO SWEEP,-77899,LED-005365
2025-11-29,2025-12-01,IMPS,-194277,LED-005366
2025-11-22,2025-11-24,UPI,167506,LED-005367
2025-11-18,2025-11-19,AUTO SWEEP,12812,LED-005368
2025-11-20,2025-11-20,BROKER PAYIN,-176940,LED-005369
2025-11-27,2025-11-28,UPI,192486,LED-005370
2025-11-25,2025-11-27,ATM WDL,-125416,LED-005371
2025-11-21,2025-11-22,UPI,-188801,LED-005372
2025-11-29,2025-11-29,IMPS,105188,LED-005373
2025-11-26,2025-11-28,BROKER PAYIN,-18531,LED-005374
2025-11-25,2025-11-26,IMPS,-66157,LED-005375
2025-11-27,2025-11-29,,56119,LED-005376
2025-11-20,2025-11-20,,186419,LED-005377
2025-11-23,2025-11-23,BROKER PAYOUT,-191602,LED-005378
2025-11-18,2025-11-18,ATM WDL,145056,LED-005379
2025-11-17,2025-11-19,BROKER PAYIN,-11,LED-005380
2025-11-28,2025-11-28,ATM WDL,-71033,LED-005381
2025-11-27,2025-11-28,ATM WDL,14223,LED-005382
2025-11-30,2025-12-02,AUTO SWEEP,-165461,LED-005383
2025-11-18,2025-11-19,ATM WDL,7209,LED-005384
2025-11-24,2025-11-24,AUTO SWEEP,-176306,LED-005385
2025-11-21,2025-11-22,AUTO SWEEP,-51649,LED-005386
2025-11-23,,AUTO SWEEP,103185,LED-005387
2025-11-21,2025-11-23,BROKER PAYOUT,153959,LED-005388
2025-11-30,2025-11-30,AUTO SWEEP,-129071,LED-005389
2025-11-30,2025-11-30,ATM WDL,86154,LED-005390
2025-11-27,2025-11-29,ATM WDL,-190287,LED-005391
2025-11-24,2025-11-26,BROKER PAYOUT,-187047,LED-005392
2025-11-17,2025-11-18,IMPS,89937,LED-005393
2025-11-19,2025-11-19,AUTO SWEEP,65020,LED-005394
2025-11-18,2025-11-18,UPI,-83952,LED-005395
2025-11-28,2025-11-28,AUTO SWEEP,173466,LED-005396
2025-11-22,,UPI,-27135,LED-005397
2025-11-23,2025-11-24,ATM WDL,131798,LED-005398
2025-11-21,2025-11-23,ATM WDL,16618,LED-005399
2025-11-28,2025-11-30,BROKER PAYIN,-116820,LED-005400
2025-11-17,2025-11-18,IMPS,79933,LED-005401
2025-11-17,,BROKER PAYOUT,-99083,LED-005402
2025-11-25,2025-11-27,UPI,103900,LED-005403
2025-11-30,2025-12-01,AUTO SWEEP,85457,LED-005404
2025-11-17,2025-11-17,IMPS,-184233,LED-005405
2025-11-30,2025-11-30,BROKER PAYIN,160580,LED-005406
2025-11-30,2025-12-01,IMPS,38093,LED-005407
2025-11-29,2025-12-01,BROKER PAYOUT,199164,LED-005408
2025-12-01,2025-12-02,ATM WDL,-195424,LED-005409
2025-11-22,2025-11-22,UPI,-37578,LED-005410
2025-11-18,2025-11-18,BROKER PAYOUT,-37946,LED-005411
2025-11-17,2025-11-19,BROKER PAYOUT,-191968,LED-005412
2025-11-27,2025-11-27,BROKER PAYIN,-134087,LED-005413
2025-12-01,2025-12-01,ATM WDL,175383,LED-005414
2025-11-30,2025-12-02,BROKER PAYIN,186553,LED-005415
2025-12-01,2025-12-01,AUTO SWEEP,-147731,LED-005416
2025-11-24,,,189958,LED-005417
2025-11-27,2025-11-27,IMPS,92165,LED-005418
2025-11-30,2025-12-01,UPI,84803,LED-005419
2025-11-20,2025-11-21,BROKER PAYOUT,39250,LED-005420
2025-11-19,2025-11-19,BROKER PAYIN,-88574,LED-005421
2025-11-30,2025-11-30,BROKER PAYIN,-115741,LED-005422
2025-11-29,2025-12-01,AUTO SWEEP,84928,LED-005423
2025-11-25,2025-11-25,BROKER PAYIN,61324,LED-005424
2025-12-01,2025-12-02,BROKER PAYIN,60698,LED-005425
2025-11-17,2025-11-19,BROKER PAYIN,-90622,LED-005426
2025-11-30,2025-11-30,BROKER PAYOUT,-5133,LED-005427
2025-11-24,2025-11-25,IMPS,35931,LED-005428
2025-11-22,2025-11-24,AUTO SWEEP,-186985,LED-005429
2025-11-29,2025-11-30,BROKER PAYOUT,-60149,LED-005430
2025-11-26,2025-11-27,BROKER PAYOUT,145373,LED-005431
2025-11-24,,BROKER PAYOUT,-90756,LED-005432
2025-11-20,,IMPS,-105501,LED-005433
2025-11-24,2025-11-25,ATM WDL,6960,LED-005434
2025-11-21,,AUTO SWEEP,123096,LED-005435
2025-12-01,2025-12-03,BROKER PAYIN,111539,LED-005436
2025-11-28,2025-11-30,BROKER PAYIN,-127973,LED-005437
2025-11-21,2025-11-23,BROKER PAYIN,16968,LED-005438
2025-11-26,2025-11-28,AUTO SWEEP,-198652,LED-005439
2025-11-21,2025-11-23,ATM WDL,-21106,LED-005440
2025-11-21,2025-11-22,BROKER PAYOUT,50915,LED-005441
2025-11-19,2025-11-21,ATM WDL,19572,LED-005442
2025-11-21,2025-11-23,,64772,LED-005443
2025-11-17,2025-11-17,AUTO SWEEP,74699,LED-005444
2025-11-19,2025-11-21,ATM WDL,99703,LED-005445
2025-11-28,2025-11-29,IMPS,-29875,LED-005446
2025-11-24,2025-11-26,IMPS,-112527,LED-005447
2025-11-22,2025-11-22,IMPS,-31955,LED-005448
2025-11-21,2025-11-22,AUTO SWEEP,-44008,LED-005449
2025-11-21,2025-11-21,ATM WDL,77337,LED-005450
2025-11-21,2025-11-22,UPI,-78420,LED-005451
2025-11-29,2025-11-29,UPI,34622,LED-005452
2025-12-01,2025-12-03,SUSPICIOUS BULK WITHDRAWAL,-1102032,LED-005453
2025-11-21,2025-11-22,ATM WDL,-18869,LED-005454
2025-11-20,2025-11-22,IMPS,22607,LED-005455
2025-11-26,2025-11-27,BROKER PAYIN,-150751,LED-005456
2025-11-23,2025-11-24,BROKER PAYOUT,37983,LED-005457
2025-11-19,2025-11-20,IMPS,5461,LED-005458
2025-11-19,2025-11-20,UPI,-122204,LED-005459
2025-12-01,2025-12-03,BROKER PAYIN,89629,LED-005460
2025-11-24,2025-11-26,UPI,34472,LED-005461
2025-11-24,2025-11-26,AUTO SWEEP,16276,LED-005462
2025-11-26,2025-11-28,UPI,-50262,LED-005463
2025-11-30,2025-12-01,BROKER PAYIN,174010,LED-005464
2025-11-27,2025-11-29,ATM WDL,-45790,LED-005465
2025-11-23,2025-11-23,UPI,-56532,LED-005466
2025-11-25,2025-11-27,ATM WDL,98362,LED-005467
2025-11-28,2025-11-28,UPI,15407,LED-005468
2025-11-27,2025-11-28,BROKER PAYIN,-27070,LED-005469
2025-11-19,2025-11-19,UPI,119538,LED-005470
2025-11-29,2025-11-29,ATM WDL,617,LED-005471
2025-11-22,2025-11-23,IMPS,-161956,LED-005472
2025-11-20,2025-11-20,ATM WDL,191353,LED-005473
2025-11-23,2025-11-25,AUTO SWEEP,85643,LED-005474
2025-11-20,2025-11-22,AUTO SWEEP,129603,LED-005475
2025-12-01,2025-12-03,BROKER PAYOUT,98803,LED-005476
2025-11-22,2025-11-23,ATM WDL,-178908,LED-005477
2025-12-01,2025-12-03,BROKER PAYOUT,-62610,LED-005478
2025-11-20,,BROKER PAYOUT,-180164,LED-005479
2025-11-19,2025-11-21,BROKER PAYIN,-165887,LED-005480
2025-11-22,2025-11-24,ATM WDL,-73593,LED-005481
2025-11-23,2025-11-23,BROKER PAYIN,-162203,LED-005482
2025-11-22,2025-11-22,AUTO SWEEP,62397,LED-005483
2025-11-26,2025-11-28,UPI,63289,LED-005484
2025-11-21,2025-11-21,AUTO SWEEP,78355,LED-005485
2025-11-23,2025-11-23,BROKER PAYIN,189964,LED-005486
2025-11-19,2025-11-21,ATM WDL,188444,LED-005487
2025-11-22,2025-11-24,BROKER PAYOUT,133429,LED-005488
2025-11-21,2025-11-23,ATM WDL,79139,LED-005489
2025-11-26,2025-11-27,ATM WDL,30119,LED-005490
2025-11-23,2025-11-24,ATM WDL,72756,LED-005491
2025-11-24,2025-11-25,BROKER PAYIN,171530,LED-005492
2025-11-29,2025-12-01,BROKER PAYIN,-57589,LED-005493
2025-11-21,2025-11-21,IMPS,55358,LED-005494
2025-11-24,2025-11-26,BROKER PAYOUT,-194324,LED-005495
2025-11-23,2025-11-23,UPI,-186535,LED-005496
2025-11-19,2025-11-21,ATM WDL,91567,LED-005497
2025-11-28,2025-11-30,BROKER PAYOUT,106525,LED-005498
2025-11-26,,UPI,-151237,LED-005499
2025-11-21,,AUTO SWEEP,-71977,LED-005500
2025-11-24,2025-11-26,UPI,121442,LED-005501
2025-11-22,2025-11-23,AUTO SWEEP,-128851,LED-005502
2025-11-27,2025-11-28,IMPS,-135486,LED-005503
2025-11-22,2025-11-23,BROKER PAYOUT,39849,LED-005504
2025-11-27,2025-11-28,AUTO SWEEP,-115331,LED-005505
2025-11-21,2025-11-23,BROKER PAYIN,-155487,LED-005506
2025-11-21,2025-11-22,BROKER PAYIN,11297,LED-005507
2025-11-27,2025-11-27,BROKER PAYIN,-9718,LED-005508
2025-11-23,,IMPS,12948,LED-005509
2025-11-28,,BROKER PAYOUT,120316,LED-005510
2025-11-23,2025-11-23,BROKER PAYOUT,107266,LED-005511
2025-11-18,2025-11-18,AUTO SWEEP,134675,LED-005512
2025-11-27,2025-11-27,ATM WDL,-187601,LED-005513
2025-11-23,2025-11-23,BROKER PAYOUT,-78702,LED-005514
2025-11-23,2025-11-23,BROKER PAYIN,-24463,LED-005515
2025-11-29,2025-12-01,BROKER PAYOUT,89844,LED-005516
2025-12-01,2025-12-01,ATM WDL,34054,LED-005517
2025-11-23,,AUTO SWEEP,124904,LED-005518
2025-12-01,2025-12-02,BROKER PAYOUT,-16141,LED-005519
2025-11-23,2025-11-24,UPI,-82732,LED-005520
2025-11-21,,BROKER PAYOUT,-199550,LED-005521
2025-11-22,2025-11-23,AUTO SWEEP,27111,LED-005522
2025-11-17,2025-11-18,ATM WDL,-16200,LED-005523
2025-11-26,2025-11-26,BROKER PAYIN,-135303,LED-005524
2025-11-28,,UPI,128068,LED-005525
2025-11-21,,UPI,-94703,LED-005526
2025-11-22,2025-11-24,UPI,170755,LED-005527
2025-11-17,2025-11-19,UPI,-111960,LED-005528
2025-11-23,2025-11-24,IMPS,-168145,LED-005529
2025-11-29,2025-11-29,AUTO SWEEP,27749,LED-005530
2025-11-22,2025-11-24,BROKER PAYOUT,91275,LED-005531
2025-11-19,2025-11-21,BROKER PAYOUT,-186774,LED-005532
2025-11-28,2025-11-29,BROKER PAYOUT,-150342,LED-005533
2025-11-26,2025-11-28,AUTO SWEEP,58556,LED-005534
2025-11-28,2025-11-30,,-26688,LED-005535
2025-11-28,2025-11-29,UPI,-53701,LED-005536
2025-11-25,2025-11-26,IMPS,104522,LED-005537
2025-11-28,2025-11-28,UPI,174640,LED-005538
2025-11-24,,UPI,170676,LED-005539
2025-11-24,2025-11-24,UPI,-171416,LED-005540
2025-11-27,2025-11-29,ATM WDL,-260,LED-005541
2025-11-17,2025-11-18,IMPS,-179317,LED-005542
2025-11-22,2025-11-24,ATM WDL,-6746,LED-005543
2025-12-01,2025-12-02,BROKER PAYOUT,-188119,LED-005544
2025-11-18,2025-11-19,IMPS,41190,LED-005545
2025-11-27,,BROKER PAYIN,37585,LED-005546
2025-11-21,2025-11-22,AUTO SWEEP,39034,LED-005547
2025-11-27,2025-11-27,UPI,112170,LED-005548
2025-11-23,2025-11-24,UPI,-96967,LED-005549
2025-11-28,2025-11-30,IMPS,55241,LED-005550
2025-11-23,2025-11-24,BROKER PAYOUT,-1817,LED-005551
2025-11-18,,AUTO SWEEP,-18756,LED-005552
2025-11-20,2025-11-22,IMPS,-10995,LED-005553
2025-11-24,2025-11-25,BROKER PAYIN,155793,LED-005554
2025-11-23,2025-11-24,UPI,-12948,LED-005555
2025-11-25,2025-11-25,IMPS,122237,LED-005556
2025-11-22,2025-11-22,AUTO SWEEP,-74384,LED-005557
2025-11-21,2025-11-21,IMPS,180371,LED-005558
2025-11-17,2025-11-18,AUTO SWEEP,-68468,LED-005559
2025-11-23,2025-11-23,AUTO SWEEP,11588,LED-005560
2025-11-27,2025-11-28,BROKER PAYOUT,159386,LED-005561
2025-11-23,2025-11-25,AUTO SWEEP,98229,LED-005562
2025-12-01,2025-12-01,AUTO SWEEP,-98088,LED-005563
2025-11-27,,BROKER PAYIN,192477,LED-005564
2025-11-30,2025-12-02,AUTO SWEEP,134182,LED-005565
2025-11-17,2025-11-17,AUTO SWEEP,42392,LED-005566
2025-11-26,2025-11-26,AUTO SWEEP,82748,LED-005567
2025-11-26,2025-11-28,BROKER PAYIN,88714,LED-005568
2025-12-01,2025-12-03,AUTO SWEEP,195748,LED-005569
2025-11-24,,BROKER PAYIN,9066,LED-005570
2025-11-30,2025-11-30,ATM WDL,-182990,LED-005571
2025-11-24,2025-11-24,UPI,7773,LED-005572
2025-11-20,2025-11-22,AUTO SWEEP,106626,LED-005573
2025-11-25,2025-11-26,IMPS,-119621,LED-005574
2025-12-01,2025-12-02,AUTO SWEEP,67325,LED-005575
