TxnDate,ValueDate,Description,Debit,Credit,Balance,RefNo
2025-11-15,2025-11-17,BANK / DP CHARGES,1088,,-11129851.0,TXN-0006150
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,253004,-10876847.0,TXN-0006151
2025-11-17,2025-11-19,PAYOUT TO CLIENT,51507,,-10928354.0,TXN-0006152
2025-11-18,2025-11-18,PAYOUT TO CLIENT,40017,,-10968371.0,TXN-0006153
2025-11-25,2025-11-27,PAYOUT TO CLIENT,80766,,-11049137.0,TXN-0006154
2025-11-24,2025-11-26,PAYOUT TO CLIENT,108567,,-11157704.0,TXN-0006155
2025-11-15,2025-11-15,MISC ADJUSTMENT,,45490,-11112214.0,TXN-0006156
2025-11-28,2025-11-30,PAYOUT TO CLIENT,199118,,-11311332.0,TXN-0006157
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,154839,-11156493.0,TXN-0006158
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,222576,-10933917.0,TXN-0006159
2025-11-29,2025-11-30,BANK / DP CHARGES,1133,,-10935050.0,TXN-0006160
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,17067,,-10952117.0,TXN-0006161
2025-11-17,2025-11-18,BANK / DP CHARGES,871,,-10952988.0,TXN-0006162
2025-11-21,2025-11-21,BANK / DP CHARGES,817,,-10953805.0,TXN-0006163
2025-11-27,2025-11-27,PAYOUT TO CLIENT,177034,,-11130839.0,TXN-0006164
2025-11-17,2025-11-18,MISC ADJUSTMENT,39258,,-11170097.0,TXN-0006165
2025-11-29,2025-12-01,BROKERAGE / TRADE SETTLEMENT,68259,,-11238356.0,TXN-0006166
2025-11-27,2025-11-29,BROKERAGE / TRADE SETTLEMENT,34747,,-11273103.0,TXN-0006167
2025-11-20,2025-11-20,BANK / DP CHARGES,264,,-11273367.0,TXN-0006168
2025-11-25,2025-11-27,PAYOUT TO CLIENT,175961,,-11449328.0,TXN-0006169
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,137849,-11311479.0,TXN-0006170
2025-11-21,2025-11-23,CLIENT FUNDING - RTGS,,185555,-11125924.0,TXN-0006171
2025-11-27,2025-11-27,BANK / DP CHARGES,1131,,-11127055.0,TXN-0006172
2025-11-24,2025-11-25,BANK / DP CHARGES,674,,-11127729.0,TXN-0006173
2025-11-18,2025-11-19,CLIENT FUNDING - RTGS,,76147,-11051582.0,TXN-0006174
2025-11-20,2025-11-22,PAYOUT TO CLIENT,154783,,-11206365.0,TXN-0006175
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,221933,-10984432.0,TXN-0006176
2025-11-21,2025-11-22,MISC ADJUSTMENT,9850,,-10994282.0,TXN-0006177
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,28290,,-11022572.0,TXN-0006178
2025-11-19,2025-11-19,MISC ADJUSTMENT,31226,,-11053798.0,TXN-0006179
2025-11-23,2025-11-23,PAYOUT TO CLIENT,137452,,-11191250.0,TXN-0006180
2025-11-15,2025-11-17,BANK / DP CHARGES,1636,,-11192886.0,TXN-0006181
2025-11-21,2025-11-22,MISC ADJUSTMENT,8549,,-11201435.0,TXN-0006182
2025-11-19,2025-11-21,PAYOUT TO CLIENT,156887,,-11358322.0,TXN-0006183
2025-11-17,2025-11-17,BANK / DP CHARGES,1033,,-11359355.0,TXN-0006184
2025-11-29,2025-12-01,MISC ADJUSTMENT,,13672,-11345683.0,TXN-0006185
2025-11-18,2025-11-18,PAYOUT TO CLIENT,35377,,-11381060.0,TXN-0006186
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,239943,-11141117.0,TXN-0006187
2025-11-26,2025-11-26,BANK / DP CHARGES,783,,-11141900.0,TXN-0006188
2025-11-15,2025-11-15,BANK / DP CHARGES,1097,,-11142997.0,TXN-0006189
2025-11-20,2025-11-22,BANK / DP CHARGES,1709,,-11144706.0,TXN-0006190
2025-11-28,2025-11-30,BANK / DP CHARGES,1047,,-11145753.0,TXN-0006191
2025-11-27,2025-11-27,BANK / DP CHARGES,565,,-11146318.0,TXN-0006192
2025-11-29,2025-12-01,BANK / DP CHARGES,846,,-11147164.0,TXN-0006193
2025-11-17,2025-11-17,MISC ADJUSTMENT,39913,,-11187077.0,TXN-0006194
2025-11-23,2025-11-23,PAYOUT TO CLIENT,132144,,-11319221.0,TXN-0006195
2025-11-16,2025-11-18,BANK / DP CHARGES,636,,-11319857.0,TXN-0006196
2025-11-16,2025-11-18,MISC ADJUSTMENT,,34539,-11285318.0,TXN-0006197
2025-11-26,2025-11-26,PAYOUT TO CLIENT,41709,,-11327027.0,TXN-0006198
2025-11-23,2025-11-25,CLIENT FUNDING - RTGS,,213733,-11113294.0,TXN-0006199
2025-11-25,2025-11-25,PAYOUT TO CLIENT,113997,,-11227291.0,TXN-0006200
2025-11-22,2025-11-24,BANK / DP CHARGES,1770,,-11229061.0,TXN-0006201
2025-11-18,2025-11-19,CLIENT FUNDING - RTGS,,260487,-10968574.0,TXN-0006202
2025-11-20,2025-11-20,PAYOUT TO CLIENT,195020,,-11163594.0,TXN-0006203
2025-11-26,2025-11-27,CLIENT FUNDING - RTGS,,213917,-10949677.0,TXN-0006204
2025-11-20,2025-11-22,PAYOUT TO CLIENT,157952,,-11107629.0,TXN-0006205
2025-11-24,2025-11-26,CLIENT FUNDING - RTGS,,246282,-10861347.0,TXN-0006206
2025-11-16,2025-11-16,PAYOUT TO CLIENT,148630,,-11009977.0,TXN-0006207
2025-11-22,2025-11-22,BANK / DP CHARGES,244,,-11010221.0,TXN-0006208
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,75111,-10935110.0,TXN-0006209
2025-11-26,2025-11-27,MISC ADJUSTMENT,14357,,-10949467.0,TXN-0006210
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,42680,,-10992147.0,TXN-0006211
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,36237,,-11028384.0,TXN-0006212
2025-11-17,2025-11-17,BANK / DP CHARGES,121,,-11028505.0,TXN-0006213
2025-11-22,2025-11-24,BANK / DP CHARGES,1527,,-11030032.0,TXN-0006214
2025-11-24,2025-11-25,PAYOUT TO CLIENT,184963,,-11214995.0,TXN-0006215
2025-11-22,2025-11-23,PAYOUT TO CLIENT,62807,,-11277802.0,TXN-0006216
2025-11-20,2025-11-20,PAYOUT TO CLIENT,66629,,-11344431.0,TXN-0006217
2025-11-26,2025-11-26,PAYOUT TO CLIENT,114826,,-11459257.0,TXN-0006218
2025-11-27,2025-11-29,BANK / DP CHARGES,1134,,-11460391.0,TXN-0006219
2025-11-23,2025-11-25,CLIENT FUNDING - RTGS,,284686,-11175705.0,TXN-0006220
2025-11-27,2025-11-28,PAYOUT TO CLIENT,81322,,-11257027.0,TXN-0006221
2025-11-18,2025-11-20,BROKERAGE / TRADE SETTLEMENT,127260,,-11384287.0,TXN-0006222
2025-11-18,2025-11-20,MISC ADJUSTMENT,24257,,-11408544.0,TXN-0006223
2025-11-26,2025-11-26,BANK / DP CHARGES,1990,,-11410534.0,TXN-0006224
2025-11-19,2025-11-19,PAYOUT TO CLIENT,96017,,-11506551.0,TXN-0006225
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,159337,-11347214.0,TXN-0006226
2025-11-27,2025-11-28,BANK / DP CHARGES,784,,-11347998.0,TXN-0006227
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,285461,-11062537.0,TXN-0006228
2025-11-28,2025-11-30,BANK / DP CHARGES,788,,-11063325.0,TXN-0006229
2025-11-21,2025-11-21,MISC ADJUSTMENT,,43268,-11020057.0,TXN-0006230
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,21757,,-11041814.0,TXN-0006231
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,119856,,-11161670.0,TXN-0006232
2025-11-20,2025-11-20,CLIENT FUNDING - RTGS,,65923,-11095747.0,TXN-0006233
2025-11-17,2025-11-18,MISC ADJUSTMENT,,24328,-11071419.0,TXN-0006234
2025-11-26,2025-11-27,MISC ADJUSTMENT,,10156,-11061263.0,TXN-0006235
2025-11-15,2025-11-16,BANK / DP CHARGES,599,,-11061862.0,TXN-0006236
2025-11-16,2025-11-18,MISC ADJUSTMENT,,47724,-11014138.0,TXN-0006237
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,59598,-10954540.0,TXN-0006238
2025-11-26,2025-11-26,MISC ADJUSTMENT,,46722,-10907818.0,TXN-0006239
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,67437,-10840381.0,TXN-0006240
2025-11-28,2025-11-28,CLIENT FUNDING - RTGS,,169557,-10670824.0,TXN-0006241
2025-11-25,2025-11-25,MISC ADJUSTMENT,,41953,-10628871.0,TXN-0006242
2025-11-20,2025-11-21,PAYOUT TO CLIENT,61093,,-10689964.0,TXN-0006243
2025-11-19,2025-11-20,BANK / DP CHARGES,629,,-10690593.0,TXN-0006244
2025-11-24,2025-11-24,PAYOUT TO CLIENT,55968,,-10746561.0,TXN-0006245
2025-11-18,2025-11-20,BROKERAGE / TRADE SETTLEMENT,55222,,-10801783.0,TXN-0006246
2025-11-22,2025-11-24,CLIENT FUNDING - RTGS,,206313,-10595470.0,TXN-0006247
2025-11-16,2025-11-16,MISC ADJUSTMENT,44047,,-10639517.0,TXN-0006248
2025-11-26,2025-11-26,BANK / DP CHARGES,1616,,-10641133.0,TXN-0006249
2025-11-21,2025-11-21,PAYOUT TO CLIENT,39644,,-10680777.0,TXN-0006250
2025-11-23,2025-11-23,BANK / DP CHARGES,1123,,-10681900.0,TXN-0006251
2025-11-16,2025-11-16,BANK / DP CHARGES,828,,-10682728.0,TXN-0006252
2025-11-25,2025-11-26,MISC ADJUSTMENT,49394,,-10732122.0,TXN-0006253
2025-11-25,2025-11-25,BANK / DP CHARGES,145,,-10732267.0,TXN-0006254
2025-11-17,2025-11-19,MISC ADJUSTMENT,6011,,-10738278.0,TXN-0006255
2025-11-26,2025-11-27,BANK / DP CHARGES,1870,,-10740148.0,TXN-0006256
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,238245,-10501903.0,TXN-0006257
2025-11-15,2025-11-17,BANK / DP CHARGES,1339,,-10503242.0,TXN-0006258
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,91178,,-10594420.0,TXN-0006259
2025-11-22,2025-11-24,MISC ADJUSTMENT,,19267,-10575153.0,TXN-0006260
2025-11-24,2025-11-26,CLIENT FUNDING - RTGS,,289691,-10285462.0,TXN-0006261
2025-11-25,2025-11-26,BANK / DP CHARGES,1833,,-10287295.0,TXN-0006262
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,260307,-10026988.0,TXN-0006263
2025-11-23,2025-11-25,BROKERAGE / TRADE SETTLEMENT,88636,,-10115624.0,TXN-0006264
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,119023,,-10234647.0,TXN-0006265
2025-11-24,2025-11-26,MISC ADJUSTMENT,,40733,-10193914.0,TXN-0006266
2025-11-29,2025-11-30,BROKERAGE / TRADE SETTLEMENT,56655,,-10250569.0,TXN-0006267
2025-11-18,2025-11-20,MISC ADJUSTMENT,,36336,-10214233.0,TXN-0006268
2025-11-25,2025-11-25,PAYOUT TO CLIENT,47259,,-10261492.0,TXN-0006269
2025-11-24,2025-11-24,BANK / DP CHARGES,1042,,-10262534.0,TXN-0006270
2025-11-15,2025-11-15,PAYOUT TO CLIENT,114778,,-10377312.0,TXN-0006271
2025-11-16,2025-11-17,PAYOUT TO CLIENT,35384,,-10412696.0,TXN-0006272
2025-11-17,2025-11-19,MISC ADJUSTMENT,,25193,-10387503.0,TXN-0006273
2025-11-23,2025-11-25,CLIENT FUNDING - RTGS,,194092,-10193411.0,TXN-0006274
2025-11-19,2025-11-20,BROKERAGE / TRADE SETTLEMENT,16727,,-10210138.0,TXN-0006275
2025-11-16,2025-11-16,BANK / DP CHARGES,422,,-10210560.0,TXN-0006276
2025-11-23,2025-11-25,PAYOUT TO CLIENT,56006,,-10266566.0,TXN-0006277
2025-11-22,2025-11-24,BROKERAGE / TRADE SETTLEMENT,106544,,-10373110.0,TXN-0006278
2025-11-15,2025-11-15,PAYOUT TO CLIENT,127716,,-10500826.0,TXN-0006279
2025-11-15,2025-11-17,BROKERAGE / TRADE SETTLEMENT,92061,,-10592887.0,TXN-0006280
2025-11-19,2025-11-19,PAYOUT TO CLIENT,147538,,-10740425.0,TXN-0006281
2025-11-25,2025-11-25,PAYOUT TO CLIENT,149821,,-10890246.0,TXN-0006282
2025-11-25,2025-11-27,PAYOUT TO CLIENT,96822,,-10987068.0,TXN-0006283
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,83612,,-11070680.0,TXN-0006284
2025-11-16,2025-11-16,PAYOUT TO CLIENT,27196,,-11097876.0,TXN-0006285
2025-11-15,2025-11-16,BROKERAGE / TRADE SETTLEMENT,82193,,-11180069.0,TXN-0006286
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,116948,,-11297017.0,TXN-0006287
2025-11-23,2025-11-23,MISC ADJUSTMENT,,38638,-11258379.0,TXN-0006288
2025-11-22,2025-11-24,BROKERAGE / TRADE SETTLEMENT,120600,,-11378979.0,TXN-0006289
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,104492,,-11483471.0,TXN-0006290
2025-11-28,2025-11-30,BROKERAGE / TRADE SETTLEMENT,91809,,-11575280.0,TXN-0006291
2025-11-22,2025-11-23,MISC ADJUSTMENT,9835,,-11585115.0,TXN-0006292
2025-11-22,2025-11-22,BANK / DP CHARGES,1018,,-11586133.0,TXN-0006293
2025-11-16,2025-11-17,BROKERAGE / TRADE SETTLEMENT,128451,,-11714584.0,TXN-0006294
2025-11-15,2025-11-16,CLIENT FUNDING - RTGS,,177032,-11537552.0,TXN-0006295
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,159988,-11377564.0,TXN-0006296
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,256483,-11121081.0,TXN-0006297
2025-11-24,2025-11-25,BANK / DP CHARGES,1413,,-11122494.0,TXN-0006298
2025-11-23,2025-11-23,BANK / DP CHARGES,526,,-11123020.0,TXN-0006299
2025-11-18,2025-11-20,BROKERAGE / TRADE SETTLEMENT,136588,,-11259608.0,TXN-0006300
2025-11-19,2025-11-21,PAYOUT TO CLIENT,125649,,-11385257.0,TXN-0006301
2025-11-23,2025-11-23,MISC ADJUSTMENT,33032,,-11418289.0,TXN-0006302
2025-11-24,2025-11-25,BROKERAGE / TRADE SETTLEMENT,98467,,-11516756.0,TXN-0006303
2025-11-28,2025-11-28,BANK / DP CHARGES,829,,-11517585.0,TXN-0006304
2025-11-25,2025-11-27,CLIENT FUNDING - RTGS,,98408,-11419177.0,TXN-0006305
2025-11-20,2025-11-20,CLIENT FUNDING - RTGS,,296465,-11122712.0,TXN-0006306
2025-11-29,2025-11-30,MISC ADJUSTMENT,16334,,-11139046.0,TXN-0006307
2025-11-18,2025-11-18,MISC ADJUSTMENT,,24329,-11114717.0,TXN-0006308
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,19975,,-11134692.0,TXN-0006309
2025-11-26,2025-11-26,PAYOUT TO CLIENT,155523,,-11290215.0,TXN-0006310
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,118077,,-11408292.0,TXN-0006311
2025-11-18,2025-11-18,BANK / DP CHARGES,1634,,-11409926.0,TXN-0006312
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,242425,-11167501.0,TXN-0006313
2025-11-28,2025-11-30,PAYOUT TO CLIENT,172881,,-11340382.0,TXN-0006314
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,183860,-11156522.0,TXN-0006315
2025-11-22,2025-11-24,BROKERAGE / TRADE SETTLEMENT,141699,,-11298221.0,TXN-0006316
2025-11-23,2025-11-25,CLIENT FUNDING - RTGS,,235948,-11062273.0,TXN-0006317
2025-11-29,2025-11-29,PAYOUT TO CLIENT,65029,,-11127302.0,TXN-0006318
2025-11-28,2025-11-28,PAYOUT TO CLIENT,119337,,-11246639.0,TXN-0006319
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,73821,,-11320460.0,TXN-0006320
2025-11-29,2025-11-30,CLIENT FUNDING - RTGS,,251488,-11068972.0,TXN-0006321
2025-11-16,2025-11-16,PAYOUT TO CLIENT,35773,,-11104745.0,TXN-0006322
2025-11-25,2025-11-26,MISC ADJUSTMENT,,31053,-11073692.0,TXN-0006323
2025-11-19,2025-11-21,CLIENT FUNDING - RTGS,,101735,-10971957.0,TXN-0006324
2025-11-28,2025-11-28,PAYOUT TO CLIENT,85899,,-11057856.0,TXN-0006325
2025-11-27,2025-11-27,BANK / DP CHARGES,252,,-11058108.0,TXN-0006326
2025-11-15,2025-11-17,MISC ADJUSTMENT,28981,,-11087089.0,TXN-0006327
2025-11-21,2025-11-23,PAYOUT TO CLIENT,164862,,-11251951.0,TXN-0006328
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,99440,,-11351391.0,TXN-0006329
2025-11-19,2025-11-19,BANK / DP CHARGES,144,,-11351535.0,TXN-0006330
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,20393,,-11371928.0,TXN-0006331
2025-11-20,2025-11-20,BANK / DP CHARGES,183,,-11372111.0,TXN-0006332
2025-11-27,2025-11-28,MISC ADJUSTMENT,,24830,-11347281.0,TXN-0006333
2025-11-16,2025-11-16,MISC ADJUSTMENT,29115,,-11376396.0,TXN-0006334
2025-11-27,2025-11-28,CLIENT FUNDING - RTGS,,273687,-11102709.0,TXN-0006335
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,295119,-10807590.0,TXN-0006336
2025-11-22,2025-11-24,MISC ADJUSTMENT,18368,,-10825958.0,TXN-0006337
2025-11-28,2025-11-29,PAYOUT TO CLIENT,85323,,-10911281.0,TXN-0006338
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,70475,,-10981756.0,TXN-0006339
2025-11-22,2025-11-23,BANK / DP CHARGES,1683,,-10983439.0,TXN-0006340
2025-11-15,2025-11-17,CLIENT FUNDING - RTGS,,242687,-10740752.0,TXN-0006341
2025-11-15,2025-11-16,PAYOUT TO CLIENT,39087,,-10779839.0,TXN-0006342
2025-11-27,2025-11-28,MISC ADJUSTMENT,,42353,-10737486.0,TXN-0006343
2025-11-20,2025-11-21,PAYOUT TO CLIENT,61346,,-10798832.0,TXN-0006344
2025-11-21,2025-11-23,PAYOUT TO CLIENT,144488,,-10943320.0,TXN-0006345
2025-11-24,2025-11-24,BROKERAGE / TRADE SETTLEMENT,95750,,-11039070.0,TXN-0006346
2025-11-17,2025-11-18,BANK / DP CHARGES,393,,-11039463.0,TXN-0006347
2025-11-18,2025-11-20,BROKERAGE / TRADE SETTLEMENT,146607,,-11186070.0,TXN-0006348
2025-11-27,2025-11-29,BROKERAGE / TRADE SETTLEMENT,73882,,-11259952.0,TXN-0006349
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,243364,-11016588.0,TXN-0006350
2025-11-16,2025-11-16,BANK / DP CHARGES,1336,,-11017924.0,TXN-0006351
2025-11-18,2025-11-19,BROKERAGE / TRADE SETTLEMENT,109535,,-11127459.0,TXN-0006352
2025-11-15,2025-11-17,PAYOUT TO CLIENT,126760,,-11254219.0,TXN-0006353
2025-11-28,2025-11-30,PAYOUT TO CLIENT,63424,,-11317643.0,TXN-0006354
2025-11-28,2025-11-29,PAYOUT TO CLIENT,46899,,-11364542.0,TXN-0006355
2025-11-17,2025-11-18,PAYOUT TO CLIENT,171261,,-11535803.0,TXN-0006356
2025-11-15,2025-11-16,MISC ADJUSTMENT,,41759,-11494044.0,TXN-0006357
2025-11-22,2025-11-24,MISC ADJUSTMENT,5404,,-11499448.0,TXN-0006358
2025-11-21,2025-11-21,MISC ADJUSTMENT,,31809,-11467639.0,TXN-0006359
2025-11-24,2025-11-24,MISC ADJUSTMENT,10436,,-11478075.0,TXN-0006360
2025-11-26,2025-11-27,CLIENT FUNDING - RTGS,,179958,-11298117.0,TXN-0006361
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,59850,,-11357967.0,TXN-0006362
2025-11-19,2025-11-19,MISC ADJUSTMENT,9626,,-11367593.0,TXN-0006363
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,97164,-11270429.0,TXN-0006364
2025-11-16,2025-11-17,MISC ADJUSTMENT,,37507,-11232922.0,TXN-0006365
2025-11-26,2025-11-28,PAYOUT TO CLIENT,144593,,-11377515.0,TXN-0006366
2025-11-20,2025-11-20,BANK / DP CHARGES,785,,-11378300.0,TXN-0006367
2025-11-25,2025-11-25,BANK / DP CHARGES,576,,-11378876.0,TXN-0006368
2025-11-28,2025-11-29,BANK / DP CHARGES,609,,-11379485.0,TXN-0006369
2025-11-23,2025-11-23,BANK / DP CHARGES,493,,-11379978.0,TXN-0006370
2025-11-24,2025-11-26,BANK / DP CHARGES,392,,-11380370.0,TXN-0006371
2025-11-27,2025-11-29,BROKERAGE / TRADE SETTLEMENT,80261,,-11460631.0,TXN-0006372
2025-11-17,2025-11-17,MISC ADJUSTMENT,30845,,-11491476.0,TXN-0006373
2025-11-26,2025-11-28,PAYOUT TO CLIENT,25554,,-11517030.0,TXN-0006374
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,59248,,-11576278.0,TXN-0006375
2025-11-18,2025-11-18,BANK / DP CHARGES,431,,-11576709.0,TXN-0006376
2025-11-21,2025-11-23,BANK / DP CHARGES,476,,-11577185.0,TXN-0006377
2025-11-29,2025-11-29,BANK / DP CHARGES,1753,,-11578938.0,TXN-0006378
2025-11-27,2025-11-29,CLIENT FUNDING - RTGS,,56316,-11522622.0,TXN-0006379
2025-11-28,2025-11-30,BANK / DP CHARGES,996,,-11523618.0,TXN-0006380
2025-11-25,2025-11-27,MISC ADJUSTMENT,31499,,-11555117.0,TXN-0006381
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,183687,-11371430.0,TXN-0006382
2025-11-20,2025-11-20,PAYOUT TO CLIENT,21999,,-11393429.0,TXN-0006383
2025-11-28,2025-11-28,BANK / DP CHARGES,1975,,-11395404.0,TXN-0006384
2025-11-24,2025-11-24,MISC ADJUSTMENT,,34848,-11360556.0,TXN-0006385
2025-11-21,2025-11-22,BANK / DP CHARGES,214,,-11360770.0,TXN-0006386
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,149980,,-11510750.0,TXN-0006387
2025-11-23,2025-11-25,PAYOUT TO CLIENT,33139,,-11543889.0,TXN-0006388
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,12265,,-11556154.0,TXN-0006389
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,184549,-11371605.0,TXN-0006390
2025-11-22,2025-11-23,BROKERAGE / TRADE SETTLEMENT,132291,,-11503896.0,TXN-0006391
2025-11-21,2025-11-22,PAYOUT TO CLIENT,61483,,-11565379.0,TXN-0006392
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,130639,,-11696018.0,TXN-0006393
2025-11-26,2025-11-28,MISC ADJUSTMENT,23806,,-11719824.0,TXN-0006394
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,126799,,-11846623.0,TXN-0006395
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,184781,-11661842.0,TXN-0006396
2025-11-26,2025-11-26,BANK / DP CHARGES,529,,-11662371.0,TXN-0006397
2025-11-21,2025-11-21,BANK / DP CHARGES,714,,-11663085.0,TXN-0006398
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,52814,,-11715899.0,TXN-0006399
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,118710,,-11834609.0,TXN-0006400
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,61383,,-11895992.0,TXN-0006401
2025-11-21,2025-11-21,MISC ADJUSTMENT,38352,,-11934344.0,TXN-0006402
2025-11-16,2025-11-16,BROKERAGE / TRADE SETTLEMENT,51464,,-11985808.0,TXN-0006403
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,98704,-11887104.0,TXN-0006404
2025-11-25,2025-11-27,BROKERAGE / TRADE SETTLEMENT,87263,,-11974367.0,TXN-0006405
2025-11-20,2025-11-20,PAYOUT TO CLIENT,193550,,-12167917.0,TXN-0006406
2025-11-15,2025-11-16,BANK / DP CHARGES,1689,,-12169606.0,TXN-0006407
2025-11-26,2025-11-27,CLIENT FUNDING - RTGS,,285809,-11883797.0,TXN-0006408
2025-11-17,2025-11-18,CLIENT FUNDING - RTGS,,145281,-11738516.0,TXN-0006409
2025-11-17,2025-11-19,BANK / DP CHARGES,1614,,-11740130.0,TXN-0006410
2025-11-23,2025-11-25,BANK / DP CHARGES,1663,,-11741793.0,TXN-0006411
2025-11-21,2025-11-21,PAYOUT TO CLIENT,185233,,-11927026.0,TXN-0006412
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,211367,-11715659.0,TXN-0006413
2025-11-22,2025-11-22,BANK / DP CHARGES,217,,-11715876.0,TXN-0006414
2025-11-17,2025-11-18,PAYOUT TO CLIENT,52708,,-11768584.0,TXN-0006415
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,71518,,-11840102.0,TXN-0006416
2025-11-16,2025-11-17,MISC ADJUSTMENT,13147,,-11853249.0,TXN-0006417
2025-11-17,2025-11-19,BANK / DP CHARGES,1260,,-11854509.0,TXN-0006418
2025-11-18,2025-11-19,CLIENT FUNDING - RTGS,,132005,-11722504.0,TXN-0006419
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,218636,-11503868.0,TXN-0006420
2025-11-20,2025-11-20,BROKERAGE / TRADE SETTLEMENT,31777,,-11535645.0,TXN-0006421
2025-11-22,2025-11-24,BANK / DP CHARGES,1329,,-11536974.0,TXN-0006422
2025-11-25,2025-11-25,BROKERAGE / TRADE SETTLEMENT,63653,,-11600627.0,TXN-0006423
2025-11-29,2025-11-29,BANK / DP CHARGES,1901,,-11602528.0,TXN-0006424
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,251611,-11350917.0,TXN-0006425
2025-11-23,2025-11-25,MISC ADJUSTMENT,,11970,-11338947.0,TXN-0006426
2025-11-19,2025-11-21,BROKERAGE / TRADE SETTLEMENT,62967,,-11401914.0,TXN-0006427
2025-11-22,2025-11-22,MISC ADJUSTMENT,46177,,-11448091.0,TXN-0006428
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,43313,,-11491404.0,TXN-0006429
2025-11-23,2025-11-23,PAYOUT TO CLIENT,146005,,-11637409.0,TXN-0006430
2025-11-18,2025-11-19,BROKERAGE / TRADE SETTLEMENT,30993,,-11668402.0,TXN-0006431
2025-11-23,2025-11-24,BROKERAGE / TRADE SETTLEMENT,22462,,-11690864.0,TXN-0006432
2025-11-26,2025-11-28,MISC ADJUSTMENT,,37170,-11653694.0,TXN-0006433
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,129344,,-11783038.0,TXN-0006434
2025-11-23,2025-11-25,BANK / DP CHARGES,906,,-11783944.0,TXN-0006435
2025-11-21,2025-11-22,CLIENT FUNDING - RTGS,,187880,-11596064.0,TXN-0006436
2025-11-20,2025-11-21,MISC ADJUSTMENT,,19702,-11576362.0,TXN-0006437
2025-11-26,2025-11-26,PAYOUT TO CLIENT,33520,,-11609882.0,TXN-0006438
2025-11-23,2025-11-25,PAYOUT TO CLIENT,36628,,-11646510.0,TXN-0006439
2025-11-25,2025-11-26,BANK / DP CHARGES,499,,-11647009.0,TXN-0006440
